wdid,facility_name,region,county,place_type,year,ml_risk_score,ml_risk_pct,ml_percentile,total_actions_24mo,avg_severity_24mo,total_outstanding,monetary_rate_24mo,escalation_ratio
5D153225015,"Semitropic Oil Field, USL Lease",5F,Kern,Oil/Gas Extraction,2000,0.045147704754681495,4.5,65.1,3,2.6666666666666665,0.0,0.0,1.0
5D153225012,"Semitropic, Johnson",5F,Kern,Oil/Gas Extraction,2000,0.045147704754681495,4.5,65.1,3,2.6666666666666665,0.0,0.0,1.0
9 000000764,City of Vista CS,9,San Diego,Collection_System,2006,0.04510409595110118,4.5,64.9,3,2.6666666666666665,0.0,0.0,1.0
5A29NC00002,Darkhorse Subdivision WWTF,5S,Nevada,Wastewater Treatment Facility,2005,0.045061213344622236,4.5,64.8,3,2.6666666666666665,0.0,0.0,1.0
5B392022001,Clements Facility,5S,San Joaquin,Sand and Gravel Mining,2002,0.045061213344622236,4.5,64.8,3,2.6666666666666665,0.0,0.0,1.0
4SSO10378,Compton City CS,4,Los Angeles,Collection_System,2014,0.045061213344622236,4.5,64.8,3,2.6666666666666665,0.0,0.0,1.0
3 350103001,Tres Pinos WWTP,3,San Benito,Wastewater Treatment Facility,2007,0.04459558051430594,4.5,64.6,3,2.6666666666666665,0.0,0.0,1.0
5A582027001,Naumes Fruit Processing Fac,5S,Yuba,Food Processing NEC,2005,0.04459558051430594,4.5,64.6,3,2.6666666666666665,0.0,0.0,1.0
5B392037001,Spreckels Sugar Co Tracy Facility,5S,San Joaquin,Food Processing NEC,2002,0.04456548921889781,4.5,64.5,4,2.1666666666666665,0.0,0.0,1.0
9 000000747,City of El Cajon CS,9,San Diego,Collection_System,2002,0.04456548921889781,4.5,64.5,4,2.1666666666666665,0.0,0.0,1.0
3 440113001,The Inn at Pasatiempo,3,Santa Cruz,Domestic Site NEC,2007,0.04452103141803676,4.5,64.4,5,2.0,0.0,0.0,1.0
4B193500002,Haynes Generating Station,4,Los Angeles,Power Plant,2015,0.04447783138393928,4.4,64.3,3,4.0,178500.0,0.3333333333333333,1.0
9 000000077,Santa Maria WWTP,9,San Diego,Wastewater Treatment Facility,2012,0.04427498159655076,4.4,64.3,4,2.0,0.0,0.0,1.0
5A450303001,Anderson Landfill,5R,Shasta,Land fill,2007,0.044263376967373015,4.4,64.2,4,2.1666666666666665,0.0,0.0,1.0
8 360304027,Yucaipa Landfill-Inactive,8,San Bernardino,Land fill,2002,0.044247971916067164,4.4,64.1,4,1.6666666666666667,0.0,0.0,1.0
5D540117001,Farmersville WWTF,5F,Tulare,Wastewater Treatment Facility,2005,0.043838930656359174,4.4,64.0,4,1.25,0.0,0.0,1.0
8 360304022,Colton Landfill,8,San Bernardino,Land fill,2002,0.043838930656359174,4.4,64.0,4,1.25,0.0,0.0,1.0
9 000000217,Ralph W Chapman WRF,9,San Diego,Wastewater Treatment Facility,2012,0.04377946507333629,4.4,63.9,4,2.3333333333333335,0.0,0.0,1.0
5A580101001,Marysville WWTP,5S,Yuba,Wastewater Treatment Facility,2001,0.043728484189752906,4.4,63.9,3,1.0,0.0,0.0,1.0
5B50NC00186,Furtado Ranch,5S,Stanislaus,Animal Feeding,2016,0.04369431149038572,4.4,63.8,3,2.6666666666666665,0.0,0.0,1.0
5D545021N01,Rainimade Dairy,5F,Tulare,Animal Feeding,2011,0.04365270795940478,4.4,63.8,3,2.6666666666666665,0.0,0.0,1.0
7A131182011,Lark Spa MHP,7,Imperial,Facility,2008,0.043614947152984314,4.4,63.7,4,2.0,0.0,0.0,1.0
3 272100001,King City Industrial WWTF,3,Monterey,Food Processing NEC,2003,0.043486196611930095,4.3,63.6,4,2.0,0.0,0.0,1.0
5A450103001,Clear Creek WWTP,5R,Shasta,Wastewater Treatment Facility,2013,0.04339832936952196,4.3,63.6,5,3.0,800000.0,0.2,1.0
9 000000592,Hale Avenue Resource Recovery Facility (HARRF) Recycled Water,9,San Diego,Wastewater Treatment Facility,2011,0.04336189681861752,4.3,63.5,4,2.0,0.0,0.0,1.0
5D100118001,Parlier WWTF,5F,Fresno,Wastewater Treatment Facility,2005,0.043313622422363945,4.3,63.4,4,2.3333333333333335,0.0,0.0,1.0
4B190360001,Brand Park Disposal Site,4,Los Angeles,Land fill,2006,0.04320097125236787,4.3,63.4,3,2.6666666666666665,0.0,0.0,1.0
1B08081WNSO,"CDOT Highway 101 Central HOV Lanes Project, EA 0A1814",1,Sonoma,Dredge/Fill Site,2012,0.043154953795790374,4.3,63.3,4,1.0,0.0,0.0,1.0
6A267201000,Annett's Mono Village,6A,Mono,Campground,2002,0.04314925007050687,4.3,63.3,4,1.5,0.0,0.0,1.0
5A110301001,Glenn County Class III Sanitary Landfill,5R,Glenn,Land fill,2003,0.043110650734515615,4.3,63.2,4,2.3333333333333335,0.0,0.0,1.0
9 000000206,Gafner Water Reclamation Facility,9,San Diego,Wastewater Treatment Facility,2002,0.0429975209479165,4.3,63.1,4,2.0,0.0,0.0,1.0
5A060300001,Evans Road LF,5S,Colusa,Land fill,2005,0.04297427265827751,4.3,63.1,3,2.3333333333333335,0.0,0.0,1.0
7A361026011,Yv Laundry,7,San Bernardino,"Service/Commercial Site, NEC",2002,0.04234822149600392,4.2,63.0,4,2.0,0.0,0.0,1.0
900280143,Asset Mgmt. (Retail Strip Mal,4,0,Facility,2003,0.04232271958466222,4.2,63.0,6,3.2,0.0,0.16666666666666666,1.0
5A110102001,Elk Creek CSD WTF,5R,Glenn,Water Treatment Plant,2008,0.04231460122616333,4.2,62.9,5,1.625,0.0,0.0,1.0
9 000000763,Temecula Valley RCS,9,San Diego,Collection_System,2006,0.04231338004735349,4.2,62.8,3,2.6666666666666665,0.0,0.0,1.0
4A190115006,Foothill Feeder Power Plant,4,Los Angeles,Power Plant,2010,0.041794095753646024,4.2,62.8,3,4.333333333333333,0.0,0.3333333333333333,1.0
8 330305012,Double Butte Landfill - Closed,8,Riverside,Land fill,2001,0.04136903882703476,4.1,62.7,5,2.0,0.0,0.0,1.0
7A331006012,St Anthony Trailer Pk,7,Riverside,Campground,2006,0.0411985058339396,4.1,62.6,3,2.6666666666666665,0.0,0.0,1.0
9 000000918,Bradley Park Old Linda Vista LF,9,San Diego,Land fill,2007,0.040987078809165856,4.1,62.6,3,2.6666666666666665,0.0,0.0,1.0
9 000000913,South Bay WRP,9,San Diego,Wastewater Treatment Facility,2014,0.04098280210266901,4.1,62.5,4,2.0,0.0,0.0,1.0
5C502044001,Hughson Nut Company,5S,Stanislaus,Food Processing NEC,2001,0.04078546624634794,4.1,62.5,4,2.3333333333333335,0.0,0.0,1.0
7B361002001,River Land Resort,7,San Bernardino,Facility,2007,0.040753547347398555,4.1,62.4,4,2.0,0.0,0.0,1.0
5B392072001,CEMEX Kerlinger Plant,5S,San Joaquin,Concrete Manufacturing,2003,0.04068999301663842,4.1,62.3,4,2.3333333333333335,0.0,0.0,1.0
7A336666016,Avis Budget Group,7,Riverside,"Service/Commercial Site, NEC",2002,0.04029935869304067,4.0,62.3,4,2.25,0.0,0.0,1.0
6A028411000,Turtle Rock Park Campgroud,6A,Alpine,Campground,2002,0.04023608092536093,4.0,62.2,3,1.3333333333333333,0.0,0.0,1.0
3 439902001,Global Mushrooms,3,Santa Clara,Food Processing NEC,2005,0.04019498056984101,4.0,62.1,5,2.25,0.0,0.0,1.0
8 330305020,Badlands Landfill,8,Riverside,Land fill,2007,0.03987832884993768,4.0,62.1,4,2.25,0.0,0.0,1.0
5A34NP00088,Tsar Nicoulai Sturgeon Farm,5S,Sacramento,Aquaculture/Hatchery,2014,0.03981028461908624,4.0,62.0,4,5.666666666666667,23000.0,0.5,1.0
900380361,Ambassador Car wash,4,0,Facility,2001,0.03954681573809257,4.0,62.0,3,2.3333333333333335,0.0,0.0,1.0
9 000000121,Dos Picos County Park,9,San Diego,Campground,2004,0.03946573616131694,3.9,61.9,4,2.25,0.0,0.0,1.0
5D152072001,DELANO Growers Grape Products,5F,Kern,Food Processing NEC,2009,0.039377242266400006,3.9,61.8,3,1.3333333333333333,0.0,0.0,1.0
1B80121OHUM,"College of the Redwoods, POTW",1,Humboldt,Wastewater Treatment Facility,2005,0.03917350745751014,3.9,61.8,3,1.0,0.0,0.0,1.0
I-07022,"Great West Car Wash, Inc",4,0,Facility,2003,0.039132665179617415,3.9,61.7,3,4.333333333333333,0.0,0.3333333333333333,1.0
5D162021001,California Pistachio Orchards Plant,5F,Kings,Food Processing NEC,2004,0.03904797725708432,3.9,61.6,3,1.0,0.0,0.0,1.0
5D161024001,OTP Lemoore Plant,5F,Kings,Food Processor,2011,0.039039641362246726,3.9,61.6,5,2.0,0.0,0.0,1.0
6A180004501,Leavitt Lake Sewage Treatment Ponds,6A,Lassen,Wastewater Treatment Facility,2002,0.03901695204941759,3.9,61.5,4,1.0,0.0,0.0,1.0
5C242013001,Oasis Foods Planada Packing House,5F,Merced,Food Processing NEC,2001,0.0386171765629642,3.9,61.5,3,2.3333333333333335,0.0,0.0,1.0
7A131001011,Country Life MHPRV Asset Partners LP WWTP,7,Imperial,Wastewater Treatment Facility,2016,0.03851221115863746,3.9,61.4,4,2.0,0.0,0.0,1.0
5A045001002,Rio Pluma Prune Processor Gridley,5R,Butte,Food Processing NEC,2010,0.0384006324898488,3.8,61.3,4,1.6666666666666667,0.0,0.0,1.0
5D540132001,Cutler-Orosi WWTF,5F,Tulare,Wastewater Treatment Facility,2015,0.038397761603923226,3.8,61.3,3,2.3333333333333335,0.0,0.0,1.0
7A131290001,Rio Bend RV & Golf Resort,7,Imperial,Campground,2006,0.03838394078156561,3.8,61.2,4,2.25,0.0,0.0,1.0
9 000000005,All Season RV Park,9,San Diego,Campground,2011,0.038307393933314414,3.8,61.1,4,2.0,0.0,0.0,1.0
6A090033000,Heavenly Mountain Resort,6A,El Dorado,Facility,2006,0.0381923518246806,3.8,61.1,3,1.0,0.0,0.0,1.0
3 440103001,Scotts Valley WWTP,3,Santa Cruz,Wastewater Treatment Facility,2006,0.03808802814457111,3.8,61.0,3,1.3333333333333333,0.0,0.0,1.0
6A265300900,Bridgeport PUD Treatment Plant,6A,Mono,Wastewater Treatment Facility,2002,0.03808802814457111,3.8,61.0,3,1.3333333333333333,0.0,0.0,1.0
5C100106004,Fresno Cnty #31B-Shaver Lake WWTF,5F,Fresno,Wastewater Treatment Facility,2010,0.03789835399386537,3.8,60.9,4,1.6666666666666667,0.0,0.0,1.0
5A112000001,Holly Sugar Hamilton City Facility,5R,Glenn,Food Processing NEC,2009,0.03785450869224844,3.8,60.8,5,2.2,0.0,0.0,1.0
9 000000754,City of Lemon Grove CS,9,0,Utility,2002,0.03777705501342801,3.8,60.8,4,2.1666666666666665,0.0,0.0,1.0
9 000000204,Anza Sanitary Landfill,9,Riverside,Land fill,2002,0.03768730426369426,3.8,60.7,4,2.1666666666666665,0.0,0.0,1.0
5B390106002,Harney Lane Migrant Center,5S,San Joaquin,Wastewater Treatment Facility,2002,0.03754063372885766,3.8,60.6,3,2.3333333333333335,0.0,0.0,1.0
9 000000753,City of Laguna Beach CS,9,Orange,Collection_System,2005,0.037446495664248444,3.7,60.6,5,2.4,0.0,0.0,1.0
3 420706001,Lompoc Correctional Facility WWTP,3,Santa Barbara,Prison,2006,0.03741440766398661,3.7,60.5,4,1.0,0.0,0.0,1.0
2 438441N01,SC Fuels (formerly Coast Oil Co.),2,0,Facility,2003,0.03735847420874823,3.7,60.5,3,3.0,0.0,0.3333333333333333,1.0
4A560114006,Piru WWTP,4,Ventura,Wastewater Treatment Facility,2002,0.037351640970924894,3.7,60.4,3,2.0,0.0,0.0,1.0
7A132160001,Heber Geothermal Facility,7,Imperial,Power Plant,2008,0.03732699041592782,3.7,60.3,9,2.7142857142857144,0.0,0.1111111111111111,1.25
2 28S0029,Al's Auto Dismantlers,2,0,Facility,2000,0.037159278846451774,3.7,60.3,5,2.0,0.0,0.0,1.0
4B191406N01,Alpine Paper Recycling,4,0,Facility,2003,0.0371096027938836,3.7,60.2,3,3.6666666666666665,0.0,0.3333333333333333,1.0
4SLIC909,Former Western Chemical Facility,4,0,Facility,2002,0.03707861029805152,3.7,60.1,3,1.6666666666666667,0.0,0.0,1.0
9 000000275,Point Loma WWTP & Ocean Outfall,9,San Diego,Wastewater Treatment Facility,2007,0.03694742062206103,3.7,60.1,4,2.1666666666666665,0.0,0.0,1.0
5C101016001,Canyon Fork WWTF,5F,Fresno,Wastewater Treatment Facility,2005,0.03684732419703482,3.7,60.0,3,1.0,0.0,0.0,1.0
6B260801001,Hot Creek Hatchery NPDES,6B,Mono,Aquaculture/Hatchery,2011,0.03680788737693992,3.7,60.0,3,2.3333333333333335,0.0,0.0,1.0
6A090002001,Park Ave ECP,6A,El Dorado,Facility,2002,0.03674415680362909,3.7,59.9,4,2.0,0.0,0.0,1.0
5D155078N01,Mcfarland Dairy,5F,Kern,Animal Feeding,2002,0.03669796404622461,3.7,59.8,5,2.2,0.0,0.0,1.0
7A331171011,P.S. Aerial Tramway,7,Riverside,Facility,2006,0.0366938857402774,3.7,59.8,5,2.125,0.0,0.0,1.0
6A319306003,Northstar At Tahoe,6A,Placer,Outdoor Event Venue,2006,0.03666115957741518,3.7,59.7,4,1.6666666666666667,0.0,0.0,1.0
9 000000066,National Steel & Shipbuilding Co (NASSCO),9,San Diego,Boatyard/Shipyard,2006,0.03665724800849562,3.7,59.7,5,2.25,0.0,0.0,1.0
5A041019001,Golden Feather MHP WTP,5R,Butte,Mobile Home Park,2014,0.036627114258233784,3.7,59.6,3,2.0,0.0,0.0,1.0
5A521019001,Berrendos CSD Treatment System,5R,Tehama,Domestic Site NEC,2008,0.03654795389490021,3.7,59.5,5,1.8,0.0,0.0,1.0
7B330102012,Blythe Regional WW Reclamation Facilities,7,Riverside,Wastewater Treatment Facility,2014,0.036509820594208715,3.7,59.5,4,2.0,0.0,0.0,1.0
9 000000042,LB Twin Lakes Resort,9,San Diego,Campground,2004,0.03611109428684668,3.6,59.4,4,2.25,0.0,0.0,1.0
7B361003001,Sunshine Resort,7,San Bernardino,Campground,2002,0.03609948580566658,3.6,59.3,4,2.25,0.0,0.0,1.0
5B390105001,Ripon Industrial & Domestic TP,5S,San Joaquin,Wastewater Treatment Facility,2005,0.036025285474578166,3.6,59.3,4,2.0,0.0,0.0,1.0
6A03CT3A21U,I-80 Rehabilitation/West Boca,6A,Nevada,Dredge/Fill Site,2005,0.0360060226825702,3.6,59.2,10,3.4583333333333335,0.0,0.4,1.0
5B050302002,Rock Creek Solid Waste Facility,5S,Calaveras,Land fill,2002,0.035937611383052674,3.6,59.2,4,2.0,0.0,0.0,1.0
3 270701001,Fort Hunter Liggett WWTP,3,Monterey,Wastewater Treatment Facility,2005,0.03589838556459045,3.6,59.1,3,1.3333333333333333,0.0,0.0,1.0
5A452015002,Sierra Pacific Industries Shasta Lake Division,5R,Shasta,Saw Mill,2007,0.03588026421633811,3.6,59.0,3,2.3333333333333335,0.0,0.0,1.0
3 400000N55,Former Guadalupe Oil Field,3,0,Waste Management Unit,2000,0.03582353362460662,3.6,59.0,3,5.0,0.0,1.0,1.0
5B390109001,Woodbridge SD-Sewage Treatment,5S,San Joaquin,Wastewater Treatment Facility,2006,0.03578288862033409,3.6,58.9,3,2.3333333333333335,0.0,0.0,1.0
9 000000076,San Vicente WWTP,9,San Diego,Wastewater Treatment Facility,2012,0.0357395553418779,3.6,58.8,4,2.0,0.0,0.0,1.0
5C102009007,Balsam Meadows Hydro Project,5F,Fresno,Power Plant,2001,0.035702524188802515,3.6,58.8,3,2.3333333333333335,0.0,0.0,1.0
4SSO10349,Avalon CS,4,Los Angeles,Collection_System,2012,0.035613473829431044,3.6,58.7,4,2.25,0.0,0.0,1.0
5A040114003,Forbestown WTP,5R,Butte,Water Treatment Plant,2009,0.035505225454491716,3.6,58.7,3,1.0,0.0,0.0,1.0
9 000000671,Plant #12,9,San Diego,Wastewater Treatment Facility,2002,0.03545441556113408,3.5,58.6,3,2.3333333333333335,0.0,0.0,1.0
5A321010001,Delleker WWTP,5R,Plumas,Wastewater Treatment Facility,2014,0.03537553829674539,3.5,58.5,4,2.25,0.0,0.0,1.0
5B392011002,Diamond Pet Food Ripon Facility,5S,San Joaquin,Surface Impoundment,2001,0.0352148567758114,3.5,58.5,3,1.6666666666666667,0.0,0.0,1.0
6B360703001,Fort Irwin WTF,6B,San Bernardino,Military Facility,2004,0.03518732951729752,3.5,58.4,4,1.75,0.0,0.0,1.0
5A040804001,Feather River Hatchery,5R,Butte,Aquaculture/Hatchery,2004,0.03495745388441682,3.5,58.3,3,1.6666666666666667,0.0,0.0,1.0
8 360304039,Milliken Landfill,8,San Bernardino,Land fill,2004,0.03494529198223208,3.5,58.3,3,2.0,0.0,0.0,1.0
9 000000371,4-S Ranch Water Reclamation Facility,9,San Diego,Wastewater Treatment Facility,2005,0.034859759080281695,3.5,58.2,4,2.0,0.0,0.0,1.0
2 43S0968,D&H Manufacturing Company,2,0,Facility,2004,0.0345489385454386,3.5,58.2,4,3.0,0.0,0.25,1.0
7A366666002,La Contenta Bus Yard 93-60002,7,San Bernardino,"Service/Commercial Site, NEC",2002,0.03443699814312966,3.4,58.1,5,2.25,0.0,0.0,1.0
9 000000339,Stallion Oaks Ranch,9,San Diego,Campground,2004,0.034285146484782716,3.4,58.0,5,2.2,0.0,0.0,1.0
5A040306001,Oroville Class III Wood Waste Landfill,5R,Butte,Land fill,2008,0.03421858442032684,3.4,58.0,3,2.3333333333333335,0.0,0.0,1.0
6A020009000,Desolation Hotel Hope Valley,6A,Alpine,"Development Site, NEC",2006,0.03418827175545237,3.4,57.9,3,1.6666666666666667,0.0,0.0,1.0
6A290011000,Tahoe Truckee Sanitation Agency,6A,Nevada,Wastewater Treatment Facility,2002,0.03376768122822081,3.4,57.8,3,1.0,0.0,0.0,1.0
5D165054N01,Milk Flow Dairy,5F,Kings,Animal Feeding,2016,0.03373711183021696,3.4,57.8,3,2.3333333333333335,0.0,0.0,1.0
8 330305003,Corona Landfill - Closed,8,Riverside,Land fill,2001,0.03373362009898585,3.4,57.7,4,2.0,0.0,0.0,1.0
5A45NC00012,Brookside MHP,5R,Shasta,Mobile Home Park,2008,0.03372384712117901,3.4,57.7,4,1.6666666666666667,0.0,0.0,1.0
6A268512900,USMC MWTC Coleville Housing WWTF,6A,Mono,Facility,2003,0.03360089312623492,3.4,57.6,3,1.0,0.0,0.0,1.0
5D545166001,Aukeman Farms Dairy,5F,Tulare,Animal Feeding,2005,0.0335470321497976,3.4,57.5,3,2.3333333333333335,0.0,0.0,1.0
7B331030011,Mesa Bluff Village,7,Riverside,Facility,2006,0.0335470321497976,3.4,57.5,3,2.3333333333333335,0.0,0.0,1.0
5C54NC00089,V2 Cattle,5F,Tulare,Animal Feeding,2004,0.0335470321497976,3.4,57.5,3,2.3333333333333335,0.0,0.0,1.0
7B361007001,Northshore RV Resort 97-50082,7,San Bernardino,Campground,2007,0.033141425356595464,3.3,57.3,5,2.2,0.0,0.0,1.0
5D100108001,Kerman WWTF,5F,Fresno,Wastewater Treatment Facility,2010,0.03305874092404403,3.3,57.3,4,2.0,0.0,0.0,1.0
5A172013001,McLaughlin Mine,5S,Lake,Metal Mining,2001,0.033038061867417104,3.3,57.2,4,2.0,0.0,0.0,1.0
9 000000247,Meadowlark WRF,9,San Diego,Wastewater Treatment Facility,2012,0.03290900766343277,3.3,57.2,3,2.0,0.0,0.0,1.0
5D160303002,Houston Avenue Landfill,5F,Kings,Land fill,2002,0.03275362199483151,3.3,57.1,3,2.3333333333333335,0.0,0.0,1.0
2 07-0769,All Star Gas,2,0,Facility,2003,0.03246956567261252,3.2,57.0,10,3.138888888888889,27650.0,0.3,1.0
9 000000750,City of Imperial Beach CS,9,San Diego,Collection_System,2002,0.03236906695157814,3.2,57.0,4,2.0,0.0,0.0,1.0
9 S11172834,SR56 East,9,San Diego,MS4,2003,0.032337283860598476,3.2,56.9,4,2.0,0.0,0.0,1.0
5D165150N01,Clarence Dutra Dairy,5F,Kings,Animal Feeding,2002,0.03233662732261842,3.2,56.8,5,2.2,0.0,0.0,1.0
9 000000542,East County Water Recycling Facility,9,San Diego,Wastewater Treatment Facility,2002,0.0322917333203618,3.2,56.8,4,2.0,0.0,0.0,1.0
7A336666024,Edwards Car Wash 93-60024,7,Riverside,"Service/Commercial Site, NEC",2002,0.03219053423148905,3.2,56.7,4,2.0,0.0,0.0,1.0
7A366666032,Lucerne Vly Buswash,7,San Bernardino,"Service/Commercial Site, NEC",2004,0.03212598361467323,3.2,56.7,3,2.0,0.0,0.0,1.0
3 400103001,Morro Bay/Cayucos WWTP,3,San Luis Obispo,Wastewater Treatment Facility,2007,0.03208442248197213,3.2,56.6,3,1.6666666666666667,0.0,0.0,1.0
9 000000929,Carlsbad WRF,9,San Diego,Wastewater Treatment Facility,2013,0.03206890252027866,3.2,56.5,3,2.0,0.0,0.0,1.0
3 400102001,Cambria CSD WWTP,3,San Luis Obispo,Wastewater Treatment Facility,2007,0.03203132209602976,3.2,56.4,3,2.3333333333333335,0.0,0.0,1.0
5D165110N01,Manuel B Toste,5F,Kings,Animal Feeding,2004,0.03203132209602976,3.2,56.4,3,2.3333333333333335,0.0,0.0,1.0
6A188812008,Stones-Bengard Sewage Treatment Ponds,6A,Lassen,Wastewater Treatment Facility,2002,0.031950258485416695,3.2,56.4,3,1.0,0.0,0.0,1.0
2 43AGT385U,Foothills Park,2,Santa Clara,Facility,2002,0.03194315182537206,3.2,56.3,4,1.8333333333333333,0.0,0.0,1.0
5A110101001,Willows WWTP,5R,Glenn,Wastewater Treatment Facility,2015,0.031859017668858396,3.2,56.2,3,4.333333333333333,3000.0,0.3333333333333333,1.0
8 302034001,South Coast Shipyard - North,8,Orange,Boatyard/Shipyard,2003,0.031792837878101915,3.2,56.2,5,1.75,0.0,0.0,1.0
7A130110031,SCSD Desert Shores WWTP,7,Imperial,Wastewater Treatment Facility,2017,0.03178592357311766,3.2,56.1,4,2.0,0.0,0.0,1.0
7A360702011,USMC - Mainside WWTF,7,San Bernardino,Wastewater Treatment Facility,2015,0.03174887905307635,3.2,56.0,5,2.0,0.0,0.0,1.0
7A331179011,Wagner MHP,7,Riverside,Facility,2004,0.03167689777401992,3.2,55.9,4,2.1666666666666665,0.0,0.0,1.0
7A361405011,Desert Manor,7,San Bernardino,Facility,2003,0.03167689777401992,3.2,55.9,4,2.25,0.0,0.0,1.0
7A331029001,Sunbird MHP,7,Riverside,Facility,2006,0.03165683175266585,3.2,55.9,4,2.0,0.0,0.0,1.0
5C54NC00114,Aguiar Dairy Feedlot,5F,Tulare,Animal Feeding,2004,0.03153681939807256,3.2,55.8,4,2.1666666666666665,0.0,0.0,1.0
9 000000031,HARRF DISCH to San Elijo Ocean Outfall,9,San Diego,Wastewater Treatment Facility,2004,0.03152887130085633,3.2,55.7,3,1.6666666666666667,0.0,0.0,1.0
9 000000541,NA,NA,NA,NA,2013,0.031446922795318515,3.1,55.7,3,2.0,0.0,0.0,1.0
9 000000305,Driscoll Mission Bay,9,San Diego,Boatyard/Shipyard,2016,0.0313870533620363,3.1,55.6,4,2.0,0.0,0.0,1.0
7A331301001,Indian Canyon MHP,7,Riverside,Facility,2006,0.03136860821119057,3.1,55.5,3,2.0,0.0,0.0,1.0
5D540102001,Earlimart WWTF,5F,Tulare,Wastewater Treatment Facility,2005,0.03133654033325269,3.1,55.5,3,1.0,0.0,0.0,1.0
5C54NC00082,Robert Vander Eyk & Sons Heifer Facility,5F,Tulare,Animal Feeding,2004,0.031335667482409194,3.1,55.4,4,2.3333333333333335,0.0,0.0,1.0
7A130117001,SCSD Thomas R. Cannell WWTP,7,Imperial,Wastewater Treatment Facility,2015,0.031283351803179704,3.1,55.4,4,2.0,0.0,0.0,1.0
3 400111001,South San Luis Obispo SD WWTP,3,San Luis Obispo,Wastewater Treatment Facility,2003,0.031226241609653285,3.1,55.3,5,2.0,0.0,0.0,1.0
9 000000771,Fallbrook PUD CS,9,San Diego,Collection_System,2005,0.031142413899834947,3.1,55.2,4,2.25,0.0,0.0,1.0
5A040300001,Neal Road Recycling and Waste Facility,5R,Butte,Land fill,2004,0.0310448826204403,3.1,55.2,4,2.25,0.0,0.0,1.0
6B149411001,Briggs Mine Project,6B,Inyo,Metal Mining,2005,0.030842162172796863,3.1,55.1,3,2.0,0.0,0.0,1.0
7A361330001,Lucerne Valley HS,7,San Bernardino,Facility,2003,0.030756150721893458,3.1,55.0,4,2.25,0.0,0.0,1.0
1B83099OSON,Santa Rosa Laguna Subregional Water Reclamation Facility,1,Sonoma,Wastewater Treatment Facility,2017,0.030682347722446015,3.1,55.0,3,5.666666666666667,38262.14,0.6666666666666666,1.0
3 271002001,Indian Springs Wastewater Treatment Facility,3,Monterey,Wastewater Treatment Facility,2001,0.03063163037829848,3.1,54.9,3,2.3333333333333335,0.0,0.0,1.0
5A172010002,Cache Creek Plant,5S,Lake,Sand and Gravel Mining,2014,0.03063163037829848,3.1,54.9,3,2.3333333333333335,0.0,0.0,1.0
5D150115002,Taft Federal Prison WWTF,5F,Kern,Wastewater Treatment Facility,2004,0.03063163037829848,3.1,54.9,3,2.3333333333333335,0.0,0.0,1.0
7A361041022,Hi-Desert Cont Care 97-50093,7,San Bernardino,Facility,2002,0.030518048021616864,3.1,54.7,5,2.0,0.0,0.0,1.0
5C500112002,Stanislaus Cnty Sheriff Laird Park Honor Farm,5S,Stanislaus,Prison,2010,0.03048493320072951,3.0,54.7,3,2.3333333333333335,0.0,0.0,1.0
5C240110001,Planada WWTF,5F,Merced,Wastewater Treatment Facility,2012,0.030432071451013516,3.0,54.6,3,2.3333333333333335,0.0,0.0,1.0
5C54NC00016,Tipton Dairy,5F,Tulare,Animal Feeding,2005,0.030379890642157428,3.0,54.5,3,2.3333333333333335,0.0,0.0,1.0
5C16NC00079,Manuel Mendonca Trustee,5F,Kings,Animal Feeding,2012,0.030320851692181607,3.0,54.5,3,2.3333333333333335,0.0,0.0,1.0
I-21031,West Hollywood Mobil Service,4,0,Facility,2002,0.030276566352322915,3.0,54.4,4,2.0,0.0,0.0,1.0
7A361042011,Twentynine Palms Jr.,7,San Bernardino,Facility,2005,0.0302637352001885,3.0,54.4,5,2.0,0.0,0.0,1.0
6A189203010,Eagle Lake Ranger Station,6A,Lassen,Facility,2002,0.030039592749669306,3.0,54.3,3,1.0,0.0,0.0,1.0
5D155087001,Whiteside Dairy,5F,Kern,Animal Feeding,2003,0.02998493243938977,3.0,54.2,3,2.3333333333333335,0.0,0.0,1.0
5D165098001,DeGroot Dairies-South,5F,Kings,Animal Feeding,2005,0.02998493243938977,3.0,54.2,3,2.3333333333333335,0.0,0.0,1.0
5D540136003,Traver WWTF,5F,Tulare,Wastewater Treatment Facility,2002,0.02998493243938977,3.0,54.2,3,2.3333333333333335,0.0,0.0,1.0
